id,subscription_contract_id,created_at,completed_at,error_code,error_message,idempotency_key,next_action_url,ready,order_id
40987885615,17104404527,2025-02-13T08:05:40Z,2025-02-13T08:05:40Z,PAYMENT_METHOD_INCOMPATIBLE_WITH_GATEWAY_CONFIG,Payment method cannot be used with the current payment gateway test mode configuration,430ebbaa6cae812a,,True,
41073541167,17104404527,2025-02-14T08:04:15Z,2025-02-14T08:04:15Z,PAYMENT_METHOD_INCOMPATIBLE_WITH_GATEWAY_CONFIG,Payment method cannot be used with the current payment gateway test mode configuration,e1f671fc9b627867,,True,
41176465455,17104404527,2025-02-15T08:05:18Z,2025-02-15T08:05:18Z,PAYMENT_METHOD_INCOMPATIBLE_WITH_GATEWAY_CONFIG,Payment method cannot be used with the current payment gateway test mode configuration,ee85c76cd24e8aea,,True,
41236561967,17104404527,2025-02-16T08:04:50Z,2025-02-16T08:04:51Z,PAYMENT_METHOD_INCOMPATIBLE_WITH_GATEWAY_CONFIG,Payment method cannot be used with the current payment gateway test mode configuration,00ed3acc7e05334e,,True,
41287811119,17104404527,2025-02-17T08:04:34Z,2025-02-17T08:04:34Z,PAYMENT_METHOD_INCOMPATIBLE_WITH_GATEWAY_CONFIG,Payment method cannot be used with the current payment gateway test mode configuration,ef8a1960d314608b,,True,
41412263983,17104404527,2025-02-18T08:04:58Z,2025-02-18T08:04:58Z,PAYMENT_METHOD_INCOMPATIBLE_WITH_GATEWAY_CONFIG,Payment method cannot be used with the current payment gateway test mode configuration,b9cd5c628c621f3a,,True,
41485369391,17104404527,2025-02-19T08:04:52Z,2025-02-19T08:04:52Z,PAYMENT_METHOD_INCOMPATIBLE_WITH_GATEWAY_CONFIG,Payment method cannot be used with the current payment gateway test mode configuration,2c98fdda09316792,,True,
41583018031,17104404527,2025-02-20T08:05:05Z,2025-02-20T08:05:05Z,PAYMENT_METHOD_INCOMPATIBLE_WITH_GATEWAY_CONFIG,Payment method cannot be used with the current payment gateway test mode configuration,cb3628e02b158876,,True,
41667723311,17104404527,2025-02-21T08:04:32Z,2025-02-21T08:04:32Z,PAYMENT_METHOD_INCOMPATIBLE_WITH_GATEWAY_CONFIG,Payment method cannot be used with the current payment gateway test mode configuration,05b8dfc02da82dc5,,True,
41758523439,17104404527,2025-02-22T08:03:51Z,2025-02-22T08:03:51Z,PAYMENT_METHOD_INCOMPATIBLE_WITH_GATEWAY_CONFIG,Payment method cannot be used with the current payment gateway test mode configuration,39bbba0d1595e325,,True,
41813114927,17104404527,2025-02-23T08:04:12Z,2025-02-23T08:04:12Z,PAYMENT_METHOD_INCOMPATIBLE_WITH_GATEWAY_CONFIG,Payment method cannot be used with the current payment gateway test mode configuration,3444134ecd1a6e04,,True,
41863151663,17104404527,2025-02-24T08:03:41Z,2025-02-24T08:03:41Z,PAYMENT_METHOD_INCOMPATIBLE_WITH_GATEWAY_CONFIG,Payment method cannot be used with the current payment gateway test mode configuration,08b0e85e841e00c0,,True,
41999073327,17104404527,2025-02-25T08:06:04Z,2025-02-25T08:06:06Z,,,d9889813ac537bb3,,True,5766191546415
42065264687,17104404527,2025-02-26T08:05:32Z,2025-02-26T08:05:34Z,,,fed2f1b28644a7b1,,True,5767242416175
42169106479,17104404527,2025-02-27T08:04:17Z,2025-02-27T08:04:19Z,,,5f198f3028796bc6,,True,5768450965551
42333601839,17104404527,2025-02-28T08:12:39Z,2025-02-28T08:12:41Z,,,e86ecc7d8f3cfb3a,,True,5769621897263
42430660655,17104404527,2025-03-01T08:18:12Z,2025-03-01T08:18:14Z,,,3a1398b0d1b453df,,True,5770734993455
42506321967,17104404527,2025-03-02T08:06:30Z,2025-03-02T08:06:32Z,,,690adca8ac5cd88a,,True,5771803361327
42567958575,17104404527,2025-03-03T08:05:07Z,2025-03-03T08:05:09Z,,,f059ee49784dd652,,True,5772857999407
42723639343,17104404527,2025-03-04T08:04:26Z,2025-03-04T08:04:28Z,,,bbd0ee013e69f7e2,,True,5774050328623
42805428271,17104404527,2025-03-05T08:05:52Z,2025-03-05T08:05:54Z,,,e8a9fb2759d49066,,True,5775110340655
42945347631,17104404527,2025-03-06T08:16:15Z,2025-03-06T08:16:17Z,,,73f6ce565f4e5294,,True,5784675024943
43019403311,17104404527,2025-03-07T08:04:36Z,2025-03-07T08:04:38Z,,,5df1ec76238d1681,,True,5786036633647
43140743215,17104404527,2025-03-08T08:04:06Z,2025-03-08T08:04:08Z,,,7b9fa0f4ce4a8fa8,,True,5787594522671
43202641967,17104404527,2025-03-09T08:10:22Z,2025-03-09T08:10:24Z,,,127c54b8fdf87175,,True,5788856942639
43257561135,17104404527,2025-03-10T08:04:19Z,2025-03-10T08:04:19Z,PAYMENT_METHOD_INCOMPATIBLE_WITH_GATEWAY_CONFIG,Payment method cannot be used with the current payment gateway test mode configuration,9eab472493d5ae74,,True,
43383980079,17104404527,2025-03-11T08:03:51Z,2025-03-11T08:03:51Z,PAYMENT_METHOD_INCOMPATIBLE_WITH_GATEWAY_CONFIG,Payment method cannot be used with the current payment gateway test mode configuration,70f0dfe4b5bd837b,,True,
69732106287,31395381295,2025-09-16T08:08:52Z,2025-09-16T08:08:52Z,PAYMENT_METHOD_INCOMPATIBLE_WITH_GATEWAY_CONFIG,Payment method cannot be used with the current payment gateway test mode configuration,1c3da4c70c2fde49,,True,
