id,name,subscription_contract_id,created_at,cancelled_at,closed,closed_at,fully_paid,display_fulfillment_status,display_financial_status,subtotal_price,total_price,total_tax,taxes_included
5697503002671,#1011,17104404527,2024-12-20T08:03:50Z,,True,2025-02-26T02:07:47Z,False,UNFULFILLED,EXPIRED,1.31,1.31,0.0,False
5696450887727,#1010,17104404527,2024-12-19T08:03:21Z,,True,2025-02-26T02:07:47Z,False,UNFULFILLED,EXPIRED,1.3,1.3,0.0,False
5698664595503,#1012,17104404527,2024-12-21T08:03:29Z,,True,2025-02-26T02:07:47Z,False,UNFULFILLED,EXPIRED,1.3,1.3,0.0,False
5700489379887,#1014,17104404527,2024-12-23T08:03:48Z,,True,2024-12-27T13:40:37Z,True,FULFILLED,PAID,1.3,1.3,0.0,False
5701518426159,#1015,17104404527,2024-12-24T08:03:24Z,,True,2025-02-26T02:07:48Z,False,UNFULFILLED,EXPIRED,1.3,1.3,0.0,False
5702263537711,#1016,17104404527,2024-12-25T08:05:40Z,,True,2025-02-26T02:07:48Z,False,UNFULFILLED,EXPIRED,1.3,1.3,0.0,False
5703206436911,#1017,17104404527,2024-12-26T08:04:26Z,,True,2025-02-26T02:07:48Z,False,UNFULFILLED,EXPIRED,1.3,1.3,0.0,False
5704343552047,#1018,17104404527,2024-12-27T08:03:55Z,,True,2025-02-26T02:07:48Z,False,UNFULFILLED,EXPIRED,1.31,1.31,0.0,False
5699613163567,#1013,17104404527,2024-12-22T08:03:33Z,,True,2025-02-26T02:07:47Z,False,UNFULFILLED,EXPIRED,1.3,1.3,0.0,False
5695328649263,#1009,17104404527,2024-12-18T08:04:25Z,,True,2025-02-26T02:07:47Z,False,UNFULFILLED,EXPIRED,1.29,1.29,0.0,False
5766191546415,Service Order  #1029,17104404527,2025-02-25T08:06:06Z,,True,2025-02-26T02:07:48Z,False,UNFULFILLED,AUTHORIZED,1.3,1.3,0.0,True
5767242416175,1037,17104404527,2025-02-26T08:05:34Z,,True,2025-03-11T15:06:36Z,False,UNFULFILLED,EXPIRED,1.31,1.31,0.0,True
5770734993455,1042,17104404527,2025-03-01T08:18:14Z,,True,2025-03-11T15:06:36Z,False,UNFULFILLED,EXPIRED,1.32,1.32,0.0,True
5771803361327,1043,17104404527,2025-03-02T08:06:31Z,,True,2025-03-11T15:06:36Z,False,UNFULFILLED,EXPIRED,1.32,1.32,0.0,True
5772857999407,1044,17104404527,2025-03-03T08:05:09Z,,True,2025-03-11T15:06:37Z,False,UNFULFILLED,EXPIRED,1.32,1.32,0.0,True
5774050328623,1045,17104404527,2025-03-04T08:04:28Z,,True,2025-03-11T15:06:37Z,False,UNFULFILLED,EXPIRED,1.32,1.32,0.0,True
5775110340655,1046,17104404527,2025-03-05T08:05:54Z,,False,,False,UNFULFILLED,AUTHORIZED,1.32,1.32,0.0,True
5786036633647,1048,17104404527,2025-03-07T08:04:38Z,,False,,False,UNFULFILLED,AUTHORIZED,1.31,1.31,0.0,True
5787594522671,1049,17104404527,2025-03-08T08:04:08Z,,False,,False,UNFULFILLED,AUTHORIZED,1.32,1.32,0.0,True
5788856942639,1050,17104404527,2025-03-09T08:10:24Z,,False,,False,UNFULFILLED,AUTHORIZED,1.32,1.32,0.0,True
5768450965551,1038,17104404527,2025-02-27T08:04:19Z,,True,2025-03-11T15:06:36Z,False,UNFULFILLED,EXPIRED,1.31,1.31,0.0,True
5769621897263,1041,17104404527,2025-02-28T08:12:41Z,,True,2025-03-11T15:06:36Z,False,UNFULFILLED,EXPIRED,1.32,1.32,0.0,True
5784675024943,1047,17104404527,2025-03-06T08:16:17Z,,False,,False,UNFULFILLED,AUTHORIZED,1.31,1.31,0.0,True
6327345020975,1135,36585570351,2025-12-26T01:52:43Z,2025-12-29T03:15:21Z,True,2025-12-29T03:25:17Z,True,FULFILLED,VOIDED,99.0,99.0,12.91,True
6050043002927,1098,31395381295,2025-08-15T20:38:06Z,2025-08-18T01:59:50Z,False,,True,UNFULFILLED,VOIDED,1188.0,1188.0,154.95,True
6050068627503,1099,31396331567,2025-08-15T20:59:08Z,2025-08-18T01:59:52Z,False,,True,UNFULFILLED,VOIDED,1188.0,1188.0,154.95,True
6050073444399,1100,31396528175,2025-08-15T21:03:26Z,2025-08-18T01:59:54Z,False,,True,UNFULFILLED,VOIDED,1188.0,1188.0,154.95,True
6050081013807,1101,31396757551,2025-08-15T21:08:56Z,2025-08-18T01:59:56Z,False,,True,UNFULFILLED,VOIDED,1188.0,1188.0,154.95,True
6050120368175,1106,31397838895,2025-08-15T21:42:56Z,2025-08-18T02:00:08Z,False,,True,UNFULFILLED,VOIDED,1188.0,1188.0,154.95,True
6050126626863,1107,31398002735,2025-08-15T21:48:06Z,2025-08-18T02:00:10Z,False,,True,UNFULFILLED,VOIDED,1188.0,1188.0,154.95,True
6050139701295,1110,31398527023,2025-08-15T22:00:23Z,2025-08-18T02:00:18Z,False,,True,UNFULFILLED,VOIDED,1188.0,1188.0,154.95,True
6050144878639,1112,31398723631,2025-08-15T22:05:29Z,2025-08-18T02:00:22Z,False,,True,UNFULFILLED,VOIDED,1188.0,1188.0,154.95,True
6050179940399,1117,31399444527,2025-08-15T22:39:54Z,2025-08-18T02:00:34Z,False,,True,UNFULFILLED,VOIDED,1188.0,1188.0,154.95,True
6050188132399,1119,31399641135,2025-08-15T22:47:39Z,2025-08-18T02:00:39Z,False,,True,UNFULFILLED,VOIDED,1188.0,1188.0,154.95,True
5704575680559,#1019,17372086319,2024-12-27T13:46:14Z,,True,2024-12-27T13:46:46Z,True,FULFILLED,PAID,1.31,1.31,0.0,False
5769024077871,1039,19067535407,2025-02-27T20:03:26Z,,True,2025-03-11T15:06:36Z,False,UNFULFILLED,EXPIRED,3530.0,3536.56,0.0,True
5791763988527,1053,19381977135,2025-03-11T15:14:02Z,2025-04-13T13:42:19Z,True,2025-04-13T13:42:19Z,True,FULFILLED,VOIDED,188.0,188.0,0.0,True
5729552138287,#1020,18070536239,2025-01-22T03:04:11Z,2025-01-23T06:37:22Z,True,2025-01-23T06:37:22Z,True,UNFULFILLED,VOIDED,3.54,3.54,0.0,False
5845992407087,1057,20623392815,2025-04-23T11:38:12Z,2025-04-23T11:42:40Z,True,2025-04-23T11:42:39Z,True,UNFULFILLED,VOIDED,99.0,99.0,0.0,True
5834999300143,1056,20385759279,2025-04-15T04:57:43Z,2025-04-15T14:19:15Z,True,2025-04-15T14:19:15Z,True,UNFULFILLED,VOIDED,188.0,188.0,0.0,True
6028596477999,1064,31120752687,2025-08-06T12:14:32Z,2025-08-06T12:17:26Z,False,,True,UNFULFILLED,VOIDED,3627.0,3627.0,154.95,True
5765640618031,Service Order  #1023,18982961199,2025-02-24T19:29:03Z,,True,2025-02-26T02:07:48Z,False,UNFULFILLED,AUTHORIZED,3.0,9.51,0.0,True
